Date;c25;sp500;dax
17-01-2017;1.033,55;2267,889893;11540
13-01-2017;1.039,68;2274,639893;11629,17969
12-01-2017;1.024,95;2270,439941;11521,04004
11-01-2017;1.034,27;2275,320068;11646,16992
10-01-2017;1.026,30;2268,899902;11583,29981
09-01-2017;1.031,50;2268,899902;11563,99023
06-01-2017;1.037,59;2276,97998;11599,00977
05-01-2017;1.034,99;2269;11584,94043
04-01-2017;1.025,78;2270,75;11584,30957
03-01-2017;1.030,89;2257,830078;11584,24023
